Provinsi,Kab/Kota,Tipe,Kecamatan,Kode Wilayah
Kalimantan Timur,Samarinda,Kota,Samarinda Ulu,647203
Kalimantan Timur,Samarinda,Kota,Samarinda Utara,647205
Kalimantan Timur,Samarinda,Kota,Sambutan,647207
Kalimantan Timur,Samarinda,Kota,Sungai Kunjang,647206
Kalimantan Timur,Samarinda,Kota,Sungai Pinang,647208
Kalimantan Utara,Bulungan,Kab.,Bunyu (Pulau Bunyu),650110
Kalimantan Utara,Bulungan,Kab.,Peso,650107
Kalimantan Utara,Bulungan,Kab.,Peso Hilir (Ilir),650108
Kalimantan Utara,Bulungan,Kab.,Sekatak,650109
Kalimantan Utara,Bulungan,Kab.,Tanjung Palas,650101
Kalimantan Utara,Bulungan,Kab.,Tanjung Palas Barat,650102
Kalimantan Utara,Bulungan,Kab.,Tanjung Palas Tengah,650106
Kalimantan Utara,Bulungan,Kab.,Tanjung Palas Timur,650104
Kalimantan Utara,Bulungan,Kab.,Tanjung Palas Utara,650103
Kalimantan Utara,Bulungan,Kab.,Tanjung Selor,650105
Kalimantan Utara,Malinau,Kab.,Bahau Hulu,650211
Kalimantan Utara,Malinau,Kab.,Kayan Hilir,650204
Kalimantan Utara,Malinau,Kab.,Kayan Hulu,650205
Kalimantan Utara,Malinau,Kab.,Kayan Selatan,650210
Kalimantan Utara,Malinau,Kab.,Malinau Barat,650208
Kalimantan Utara,Malinau,Kab.,Malinau Kota,650202
Kalimantan Utara,Malinau,Kab.,Malinau Selatan,650206
Kalimantan Utara,Malinau,Kab.,Malinau Selatan Hilir,650213
Kalimantan Utara,Malinau,Kab.,Malinau Selatan Hulu,650214
Kalimantan Utara,Malinau,Kab.,Malinau Utara,650207
Kalimantan Utara,Malinau,Kab.,Mentarang,650201
Kalimantan Utara,Malinau,Kab.,Mentarang Hulu,650212
Kalimantan Utara,Malinau,Kab.,Pujungan,650203
Kalimantan Utara,Malinau,Kab.,Sungai Boh,650209
Kalimantan Utara,Malinau,Kab.,Sungai Tubu,650215
Kalimantan Utara,Nunukan,Kab.,Krayan,650305
Kalimantan Utara,Nunukan,Kab.,Krayan Barat,650319
Kalimantan Utara,Nunukan,Kab.,Krayan Selatan,650307
Kalimantan Utara,Nunukan,Kab.,Krayan Tengah,650317
Kalimantan Utara,Nunukan,Kab.,Krayan Timur,650318
Kalimantan Utara,Nunukan,Kab.,Lumbis,650304
Kalimantan Utara,Nunukan,Kab.,Lumbis Hulu,650321
Kalimantan Utara,Nunukan,Kab.,Lumbis Ogong,650315
Kalimantan Utara,Nunukan,Kab.,Lumbis Pansiangan,650320
Kalimantan Utara,Nunukan,Kab.,Nunukan,650302
Kalimantan Utara,Nunukan,Kab.,Nunukan Selatan,650309
Kalimantan Utara,Nunukan,Kab.,Sebatik,650301
Kalimantan Utara,Nunukan,Kab.,Sebatik Barat,650308
Kalimantan Utara,Nunukan,Kab.,Sebatik Tengah,650312
Kalimantan Utara,Nunukan,Kab.,Sebatik Timur,650310
Kalimantan Utara,Nunukan,Kab.,Sebatik Utara,650311
Kalimantan Utara,Nunukan,Kab.,Sebuku,650306
Kalimantan Utara,Nunukan,Kab.,Sei Menggaris,650313
Kalimantan Utara,Nunukan,Kab.,Sembakung,650303
Kalimantan Utara,Nunukan,Kab.,Sembakung Atulai,650316
Kalimantan Utara,Nunukan,Kab.,Tulin Onsoi,650314
Kalimantan Utara,Tana Tidung,Kab.,Betayau,650404
Kalimantan Utara,Tana Tidung,Kab.,Muruk Rian,650405
Kalimantan Utara,Tana Tidung,Kab.,Sesayap,650401
Kalimantan Utara,Tana Tidung,Kab.,Sesayap Hilir,650402
Kalimantan Utara,Tana Tidung,Kab.,Tana Lia,650403
Kalimantan Utara,Tarakan,Kota,Tarakan Barat,657101
Kalimantan Utara,Tarakan,Kota,Tarakan Tengah,657102
Kalimantan Utara,Tarakan,Kota,Tarakan Timur,657103
Kalimantan Utara,Tarakan,Kota,Tarakan Utara,657104
Kepulauan Bangka Belitung,Bangka,Kab.,Bakam,190106
Kepulauan Bangka Belitung,Bangka,Kab.,Belinyu,190102
Kepulauan Bangka Belitung,Bangka,Kab.,Mendo Barat,190104
Kepulauan Bangka Belitung,Bangka,Kab.,Merawang,190103
Kepulauan Bangka Belitung,Bangka,Kab.,Pemali,190105
Kepulauan Bangka Belitung,Bangka,Kab.,Puding Besar,190108
Kepulauan Bangka Belitung,Bangka,Kab.,Riau Silip,190107
Kepulauan Bangka Belitung,Bangka,Kab.,Sungailiat (Sungai Liat),190101
Kepulauan Bangka Belitung,Bangka Barat,Kab.,Jebus,190503
Kepulauan Bangka Belitung,Bangka Barat,Kab.,Kelapa,190504
Kepulauan Bangka Belitung,Bangka Barat,Kab.,Mentok (Muntok),190501
Kepulauan Bangka Belitung,Bangka Barat,Kab.,Parittiga,190506
Kepulauan Bangka Belitung,Bangka Barat,Kab.,Simpang Teritip,190502
Kepulauan Bangka Belitung,Bangka Barat,Kab.,Tempilang,190505
Kepulauan Bangka Belitung,Bangka Selatan,Kab.,Airgegas (Air Gegas),190303
Kepulauan Bangka Belitung,Bangka Selatan,Kab.,Kepulauan Pongok,190308
Kepulauan Bangka Belitung,Bangka Selatan,Kab.,Lepar (Lepar Pongok),190302
Kepulauan Bangka Belitung,Bangka Selatan,Kab.,Payung,190305
Kepulauan Bangka Belitung,Bangka Selatan,Kab.,Pulau Besar (Pulaubesar),190307
Kepulauan Bangka Belitung,Bangka Selatan,Kab.,Simpang Rimba,190304
Kepulauan Bangka Belitung,Bangka Selatan,Kab.,Toboali,190301
Kepulauan Bangka Belitung,Bangka Selatan,Kab.,Tukak Sadai,190306
Kepulauan Bangka Belitung,Bangka Tengah,Kab.,Koba,190401
Kepulauan Bangka Belitung,Bangka Tengah,Kab.,Lubuk Besar,190406
Kepulauan Bangka Belitung,Bangka Tengah,Kab.,Namang,190405
Kepulauan Bangka Belitung,Bangka Tengah,Kab.,Pangkalan Baru,190402
Kepulauan Bangka Belitung,Bangka Tengah,Kab.,Simpang Katis,190404
Kepulauan Bangka Belitung,Bangka Tengah,Kab.,Sungai Selan,190403
Kepulauan Bangka Belitung,Belitung,Kab.,Badau,190205
Kepulauan Bangka Belitung,Belitung,Kab.,Membalong,190202
Kepulauan Bangka Belitung,Belitung,Kab.,Selat Nasik,190203
Kepulauan Bangka Belitung,Belitung,Kab.,Sijuk,190204
Kepulauan Bangka Belitung,Belitung,Kab.,Tanjung Pandan,190201
Kepulauan Bangka Belitung,Belitung Timur,Kab.,Damar,190605
Kepulauan Bangka Belitung,Belitung Timur,Kab.,Dendang,190603
Kepulauan Bangka Belitung,Belitung Timur,Kab.,Gantung,190602
Kepulauan Bangka Belitung,Belitung Timur,Kab.,Kelapa Kampit,190604
Kepulauan Bangka Belitung,Belitung Timur,Kab.,Manggar,190601
Kepulauan Bangka Belitung,Belitung Timur,Kab.,Simpang Pesak,190607
Kepulauan Bangka Belitung,Belitung Timur,Kab.,Simpang Renggiang,190606
Kepulauan Bangka Belitung,Pangkal Pinang,Kota,Bukit Intan (Bukitintan),197101
Kepulauan Bangka Belitung,Pangkal Pinang,Kota,Gabek,197106
Kepulauan Bangka Belitung,Pangkal Pinang,Kota,Gerunggang,197105
Kepulauan Bangka Belitung,Pangkal Pinang,Kota,Girimaya,197107
Kepulauan Bangka Belitung,Pangkal Pinang,Kota,Pangkal Balam,197103
Kepulauan Bangka Belitung,Pangkal Pinang,Kota,Rangkui,197104
Kepulauan Bangka Belitung,Pangkal Pinang,Kota,Taman Sari,197102
Kepulauan Riau,Batam,Kota,Batam Kota,217110
Kepulauan Riau,Batam,Kota,Batu Aji,217112
Kepulauan Riau,Batam,Kota,Batu Ampar,217102
Kepulauan Riau,Batam,Kota,Belakang Padang,217101
Kepulauan Riau,Batam,Kota,Bengkong,217109
Kepulauan Riau,Batam,Kota,Bulang,217105
Kepulauan Riau,Batam,Kota,Galang,217108
Kepulauan Riau,Batam,Kota,Lubuk Baja,217106
Kepulauan Riau,Batam,Kota,Nongsa,217104
Kepulauan Riau,Batam,Kota,Sagulung,217111
Kepulauan Riau,Batam,Kota,Sei Beduk (Sungai Beduk),217107
Kepulauan Riau,Batam,Kota,Sekupang,217103
Kepulauan Riau,Bintan,Kab.,Bintan Pesisir,210114
Kepulauan Riau,Bintan,Kab.,Bintan Timur,210106
Kepulauan Riau,Bintan,Kab.,Bintan Utara,210107
Kepulauan Riau,Bintan,Kab.,Gunung Kijang,210104
Kepulauan Riau,Bintan,Kab.,Mantang,210113
Kepulauan Riau,Bintan,Kab.,Seri Kuala Lobam (Sri),210115
Kepulauan Riau,Bintan,Kab.,Tambelan,210109
Kepulauan Riau,Bintan,Kab.,Telok Sebong (Teluk Sebong),210110
Kepulauan Riau,Bintan,Kab.,Teluk Bintan,210108
Kepulauan Riau,Bintan,Kab.,Toapaya,210112
Kepulauan Riau,Karimun,Kab.,Belat,210212
Kepulauan Riau,Karimun,Kab.,Buru,210206
Kepulauan Riau,Karimun,Kab.,Durai,210209
Kepulauan Riau,Karimun,Kab.,Karimun,210203
Kepulauan Riau,Karimun,Kab.,Kundur,210202
Kepulauan Riau,Karimun,Kab.,Kundur Barat,210208
Kepulauan Riau,Karimun,Kab.,Kundur Utara,210207
Kepulauan Riau,Karimun,Kab.,Meral,210204
Kepulauan Riau,Karimun,Kab.,Meral Barat,210210
Kepulauan Riau,Karimun,Kab.,Moro,210201
Kepulauan Riau,Karimun,Kab.,Selat Gelam,210213
Kepulauan Riau,Karimun,Kab.,Sugie Besar,210214
Kepulauan Riau,Karimun,Kab.,Tebing,210205
Kepulauan Riau,Karimun,Kab.,Ungar,210211
Kepulauan Riau,Kepulauan Anambas,Kab.,Jemaja,210506
Kepulauan Riau,Kepulauan Anambas,Kab.,Jemaja Barat,210509
Kepulauan Riau,Kepulauan Anambas,Kab.,Jemaja Timur,210505
Kepulauan Riau,Kepulauan Anambas,Kab.,Kute Siantan,210510
Kepulauan Riau,Kepulauan Anambas,Kab.,Palmatak,210502
Kepulauan Riau,Kepulauan Anambas,Kab.,Siantan,210501
Kepulauan Riau,Kepulauan Anambas,Kab.,Siantan Selatan,210504
Kepulauan Riau,Kepulauan Anambas,Kab.,Siantan Tengah,210507
Kepulauan Riau,Kepulauan Anambas,Kab.,Siantan Timur,210503
Kepulauan Riau,Kepulauan Anambas,Kab.,Siantan Utara,210508
Kepulauan Riau,Lingga,Kab.,Bakung Serumpun,210413
Kepulauan Riau,Lingga,Kab.,Katang Bidare,210411
Kepulauan Riau,Lingga,Kab.,Kepulauan Posek,210410
Kepulauan Riau,Lingga,Kab.,Lingga,210402
Kepulauan Riau,Lingga,Kab.,Lingga Timur,210407
Kepulauan Riau,Lingga,Kab.,Lingga Utara,210405
Kepulauan Riau,Lingga,Kab.,Selayar,210408
Kepulauan Riau,Lingga,Kab.,Senayang,210403
Kepulauan Riau,Lingga,Kab.,Singkep,210401
Kepulauan Riau,Lingga,Kab.,Singkep Barat,210404
Kepulauan Riau,Lingga,Kab.,Singkep Pesisir,210406
Kepulauan Riau,Lingga,Kab.,Singkep Selatan,210409
Kepulauan Riau,Lingga,Kab.,Temiang Pesisir,210412
Kepulauan Riau,Natuna,Kab.,Bunguran Barat,210305
Kepulauan Riau,Natuna,Kab.,Bunguran Batubi,210320
Kepulauan Riau,Natuna,Kab.,Bunguran Selatan,210318
Kepulauan Riau,Natuna,Kab.,Bunguran Tengah,210316
Kepulauan Riau,Natuna,Kab.,Bunguran Timur,210307
Kepulauan Riau,Natuna,Kab.,Bunguran Timur Laut,210315
Kepulauan Riau,Natuna,Kab.,Bunguran Utara,210308
Kepulauan Riau,Natuna,Kab.,Midai,210304
Kepulauan Riau,Natuna,Kab.,Pulau Laut,210310
Kepulauan Riau,Natuna,Kab.,Pulau Panjang,210323
Kepulauan Riau,Natuna,Kab.,Pulau Seluan,210324
Kepulauan Riau,Natuna,Kab.,Pulau Tiga,210311
Kepulauan Riau,Natuna,Kab.,Pulau Tiga Barat,210321
Kepulauan Riau,Natuna,Kab.,Serasan,210306
Kepulauan Riau,Natuna,Kab.,Serasan Timur,210319
Kepulauan Riau,Natuna,Kab.,Suak Midai,210322
Kepulauan Riau,Natuna,Kab.,Subi,210309
Kepulauan Riau,Tanjung Pinang,Kota,Bukit Bestari,217204
Kepulauan Riau,Tanjung Pinang,Kota,Tanjung Pinang Barat,217201
Kepulauan Riau,Tanjung Pinang,Kota,Tanjung Pinang Kota,217203
Kepulauan Riau,Tanjung Pinang,Kota,Tanjung Pinang Timur,217202
Lampung,Bandar Lampung,Kota,Bumi Waras,187120
Lampung,Bandar Lampung,Kota,Enggal,187117
Lampung,Bandar Lampung,Kota,Kedamaian,187118
Lampung,Bandar Lampung,Kota,Kedaton,187101
Lampung,Bandar Lampung,Kota,Kemiling,187113
Lampung,Bandar Lampung,Kota,Labuhan Ratu,187114
Lampung,Bandar Lampung,Kota,Langkapura,187116
Lampung,Bandar Lampung,Kota,Panjang,187104
Lampung,Bandar Lampung,Kota,Rajabasa,187110
Lampung,Bandar Lampung,Kota,Sukabumi,187112
Lampung,Bandar Lampung,Kota,Sukarame,187102
Lampung,Bandar Lampung,Kota,Tanjung Senang,187111
Lampung,Bandar Lampung,Kota,Tanjungkarang Barat (Tanjung Karang Barat),187103
Lampung,Bandar Lampung,Kota,Tanjungkarang Pusat (Tanjung Karang Pusat),187106
Lampung,Bandar Lampung,Kota,Tanjungkarang Timur (Tanjung Karang Timur),187105
Lampung,Bandar Lampung,Kota,Telukbetung Barat,187108
Lampung,Bandar Lampung,Kota,Telukbetung Selatan,187107
Lampung,Bandar Lampung,Kota,Telukbetung Timur,187119
Lampung,Bandar Lampung,Kota,Telukbetung Utara,187109
Lampung,Bandar Lampung,Kota,Way Halim,187115
Lampung,Lampung Barat,Kab.,Air Hitam,180419
Lampung,Lampung Barat,Kab.,Balik Bukit,180404
Lampung,Lampung Barat,Kab.,Bandar Negeri Suoh,180423
Lampung,Lampung Barat,Kab.,Batu Brak,180410
Lampung,Lampung Barat,Kab.,Batu Ketulis,180421
Lampung,Lampung Barat,Kab.,Belalau,180406
Lampung,Lampung Barat,Kab.,Gedung Surian,180415
Lampung,Lampung Barat,Kab.,Kebun Tebu,180418
Lampung,Lampung Barat,Kab.,Lumbok Seminung,180422
Lampung,Lampung Barat,Kab.,Pagar Dewa,180420
Lampung,Lampung Barat,Kab.,Sekincau,180408
Lampung,Lampung Barat,Kab.,Sukau,180411
Lampung,Lampung Barat,Kab.,Sumber Jaya,180405
Lampung,Lampung Barat,Kab.,Suoh,180409
Lampung,Lampung Barat,Kab.,Way Tenong,180407
Lampung,Lampung Selatan,Kab.,Bakauheni,180121
Lampung,Lampung Selatan,Kab.,Candipuro,180117
Lampung,Lampung Selatan,Kab.,Jati Agung,180113
Lampung,Lampung Selatan,Kab.,Kalianda,180106
Lampung,Lampung Selatan,Kab.,Katibung,180108
Lampung,Lampung Selatan,Kab.,Ketapang,180114
Lampung,Lampung Selatan,Kab.,Merbau Mataram,180118
Lampung,Lampung Selatan,Kab.,Natar,180104
Lampung,Lampung Selatan,Kab.,Palas,180110
Lampung,Lampung Selatan,Kab.,Penengahan,180109
Lampung,Lampung Selatan,Kab.,Raja Basa (Rajabasa),180116
Lampung,Lampung Selatan,Kab.,Sidomulyo,180107
Lampung,Lampung Selatan,Kab.,Sragi,180115
Lampung,Lampung Selatan,Kab.,Tanjung Bintang,180105
Lampung,Lampung Selatan,Kab.,Tanjung Sari,180122
Lampung,Lampung Selatan,Kab.,Way Panji,180124
Lampung,Lampung Selatan,Kab.,Way Sulan,180123
Lampung,Lampung Tengah,Kab.,Anak Ratu Aji,180227
Lampung,Lampung Tengah,Kab.,Anak Tuha,180221
Lampung,Lampung Tengah,Kab.,Bandar Mataram,180218
Lampung,Lampung Tengah,Kab.,Bandar Surabaya,180226
Lampung,Lampung Tengah,Kab.,Bangun Rejo,180202
Lampung,Lampung Tengah,Kab.,Bekri,180215
Lampung,Lampung Tengah,Kab.,Bumi Nabung,180224
Lampung,Lampung Tengah,Kab.,Bumi Ratu Nuban,180214
Lampung,Lampung Tengah,Kab.,Gunung Sugih,180204
Lampung,Lampung Tengah,Kab.,Kalirejo,180201
Lampung,Lampung Tengah,Kab.,Kota Gajah,180223
Lampung,Lampung Tengah,Kab.,Padang Ratu,180203
Lampung,Lampung Tengah,Kab.,Pubian,180219
Lampung,Lampung Tengah,Kab.,Punggur,180206
Lampung,Lampung Tengah,Kab.,Putra Rumbia,180228
Lampung,Lampung Tengah,Kab.,Rumbia,180209
Lampung,Lampung Tengah,Kab.,Selagai Lingga,180220
Lampung,Lampung Tengah,Kab.,Sendang Agung,180222
Lampung,Lampung Tengah,Kab.,Seputih Agung,180216
Lampung,Lampung Tengah,Kab.,Seputih Banyak,180210
Lampung,Lampung Tengah,Kab.,Seputih Mataram,180211
Lampung,Lampung Tengah,Kab.,Seputih Raman,180208
Lampung,Lampung Tengah,Kab.,Seputih Surabaya,180212
Lampung,Lampung Tengah,Kab.,Terbanggi Besar,180207
Lampung,Lampung Tengah,Kab.,Terusan Nunyai,180213
Lampung,Lampung Tengah,Kab.,Trimurjo,180205
Lampung,Lampung Tengah,Kab.,Way Pangubuan,180217
Lampung,Lampung Tengah,Kab.,Way Seputih,180225
Lampung,Lampung Timur,Kab.,Bandar Sribhawono (Bandar Sribawono),180715
Lampung,Lampung Timur,Kab.,Batanghari,180706
Lampung,Lampung Timur,Kab.,Batanghari Nuban,180713
Lampung,Lampung Timur,Kab.,Braja Selebah (Braja Slebah),180722
Lampung,Lampung Timur,Kab.,Bumi Agung,180714
Lampung,Lampung Timur,Kab.,Gunung Pelindung,180718
Lampung,Lampung Timur,Kab.,Jabung,180703
Lampung,Lampung Timur,Kab.,Labuhan Maringgai,180702
Lampung,Lampung Timur,Kab.,Labuhan Ratu,180721
Lampung,Lampung Timur,Kab.,Marga Sekampung,180724
Lampung,Lampung Timur,Kab.,Marga Tiga (Margatiga),180711
Lampung,Lampung Timur,Kab.,Mataram Baru,180716
Lampung,Lampung Timur,Kab.,Melinting,180717
Lampung,Lampung Timur,Kab.,Metro Kibang,180710
Lampung,Lampung Timur,Kab.,Pasir Sakti,180719
Lampung,Lampung Timur,Kab.,Pekalongan,180704
Lampung,Lampung Timur,Kab.,Purbolinggo,180708
Lampung,Lampung Timur,Kab.,Raman Utara,180709
Lampung,Lampung Timur,Kab.,Sekampung,180705
Lampung,Lampung Timur,Kab.,Sekampung Udik,180712
Lampung,Lampung Timur,Kab.,Sukadana,180701
Lampung,Lampung Timur,Kab.,Waway Karya,180720
Lampung,Lampung Timur,Kab.,Way Bungur,180723
Lampung,Lampung Timur,Kab.,Way Jepara,180707
Lampung,Lampung Utara,Kab.,Abung Barat,180306
Lampung,Lampung Utara,Kab.,Abung Kunang,180322
Lampung,Lampung Utara,Kab.,Abung Pekurun,180319
Lampung,Lampung Utara,Kab.,Abung Selatan,180307
Lampung,Lampung Utara,Kab.,Abung Semuli,180313
Lampung,Lampung Utara,Kab.,Abung Surakarta,180314
Lampung,Lampung Utara,Kab.,Abung Tengah,180311
Lampung,Lampung Utara,Kab.,Abung Timur,180305
Lampung,Lampung Utara,Kab.,Abung Tinggi,180312
Lampung,Lampung Utara,Kab.,Blambangan Pagar,180323
Lampung,Lampung Utara,Kab.,Bukit Kemuning,180301
Lampung,Lampung Utara,Kab.,Bunga Mayang,180316
Lampung,Lampung Utara,Kab.,Hulu Sungkai,180317
Lampung,Lampung Utara,Kab.,Kotabumi,180302
Lampung,Lampung Utara,Kab.,Kotabumi Selatan,180310
Lampung,Lampung Utara,Kab.,Kotabumi Utara,180309
Lampung,Lampung Utara,Kab.,Muara Sungkai,180315
Lampung,Lampung Utara,Kab.,Sungkai Barat,180321
Lampung,Lampung Utara,Kab.,Sungkai Jaya,180320
Lampung,Lampung Utara,Kab.,Sungkai Selatan,180303
Lampung,Lampung Utara,Kab.,Sungkai Tengah,180318
Lampung,Lampung Utara,Kab.,Sungkai Utara,180308
Lampung,Lampung Utara,Kab.,Tanjung Raja,180304
Lampung,Mesuji,Kab.,Mesuji,181101
Lampung,Mesuji,Kab.,Mesuji Timur,181102
Lampung,Mesuji,Kab.,Panca Jaya,181106
Lampung,Mesuji,Kab.,Rawa Jitu Utara,181103
Lampung,Mesuji,Kab.,Simpang Pematang,181105
Lampung,Mesuji,Kab.,Tanjung Raya,181107
Lampung,Mesuji,Kab.,Way Serdang,181104
Lampung,Metro,Kota,Metro Barat,187203
Lampung,Metro,Kota,Metro Pusat,187201
Lampung,Metro,Kota,Metro Selatan,187205
Lampung,Metro,Kota,Metro Timur,187204
Lampung,Metro,Kota,Metro Utara,187202
Lampung,Pesawaran,Kab.,Gedong Tataan,180901
Lampung,Pesawaran,Kab.,Kedondong,180907
Lampung,Pesawaran,Kab.,Marga Punduh,180908
Lampung,Pesawaran,Kab.,Negeri Katon,180902
Lampung,Pesawaran,Kab.,Padang Cermin,180905
Lampung,Pesawaran,Kab.,Punduh Pidada,180906
Lampung,Pesawaran,Kab.,Tegineneng,180903
Lampung,Pesawaran,Kab.,Teluk Pandan,180910
Lampung,Pesawaran,Kab.,Way Khilau,180909
Lampung,Pesawaran,Kab.,Way Lima,180904
Lampung,Pesawaran,Kab.,Way Ratai,180911
Lampung,Pesisir Barat,Kab.,Bangkunat (Bengkunat),181311
Lampung,Pesisir Barat,Kab.,Karya Penggawa,181305
Lampung,Pesisir Barat,Kab.,Krui Selatan,181308
Lampung,Pesisir Barat,Kab.,Lemong,181303
Lampung,Pesisir Barat,Kab.,Ngambur,181309
Lampung,Pesisir Barat,Kab.,Ngaras (Bengkunat Belimbing),181310
Lampung,Pesisir Barat,Kab.,Pesisir Selatan,181302
Lampung,Pesisir Barat,Kab.,Pesisir Tengah,181301
Lampung,Pesisir Barat,Kab.,Pesisir Utara,181304
Lampung,Pesisir Barat,Kab.,Pulau Pisang (Pulaupisang),181306
Lampung,Pesisir Barat,Kab.,Way Krui,181307
Lampung,Pringsewu,Kab.,Adiluwih (Adi Luwih),181007
Lampung,Pringsewu,Kab.,Ambarawa,181003
Lampung,Pringsewu,Kab.,Banyumas,181006
Lampung,Pringsewu,Kab.,Gading Rejo,181002
Lampung,Pringsewu,Kab.,Pagelaran,181005
Lampung,Pringsewu,Kab.,Pagelaran Utara,181009
Lampung,Pringsewu,Kab.,Pardasuka,181004
Lampung,Pringsewu,Kab.,Pringsewu,181001
Lampung,Pringsewu,Kab.,Sukoharjo,181008
Lampung,Tanggamus,Kab.,Air Naningan,180626
Lampung,Tanggamus,Kab.,Bandar Negeri Semuong,180625
Lampung,Tanggamus,Kab.,Bulok,180627
Lampung,Tanggamus,Kab.,Cukuh Balak,180609
Lampung,Tanggamus,Kab.,Gisting,180620
Lampung,Tanggamus,Kab.,Gunung Alip,180621
Lampung,Tanggamus,Kab.,Kelumbayan (Klumbayan),180617
Lampung,Tanggamus,Kab.,Kelumbayan Barat (Klumbayan Barat),180628
Lampung,Tanggamus,Kab.,Kota Agung (Kota Agung Pusat),180601
Lampung,Tanggamus,Kab.,Kota Agung Barat,180618
Lampung,Tanggamus,Kab.,Kota Agung Timur,180619
Lampung,Tanggamus,Kab.,Limau,180624
Lampung,Tanggamus,Kab.,Pematang Sawa,180616
Lampung,Tanggamus,Kab.,Pugung,180611
Lampung,Tanggamus,Kab.,Pulau Panggung,180604
Lampung,Tanggamus,Kab.,Semaka,180612
Lampung,Tanggamus,Kab.,Sumberejo (Sumber Rejo),180613
Lampung,Tanggamus,Kab.,Talang Padang,180602
Lampung,Tanggamus,Kab.,Ulu Belu (Ulubelu),180615
Lampung,Tanggamus,Kab.,Wonosobo,180603
Lampung,Tulang Bawang,Kab.,Banjar Agung,180508
Lampung,Tulang Bawang,Kab.,Banjar Baru,180529
Lampung,Tulang Bawang,Kab.,Banjar Margo,180520
Lampung,Tulang Bawang,Kab.,Dente Teladas,180525
Lampung,Tulang Bawang,Kab.,Gedung Aji,180506
Lampung,Tulang Bawang,Kab.,Gedung Aji Baru,180527
Lampung,Tulang Bawang,Kab.,Gedung Meneng,180511
Lampung,Tulang Bawang,Kab.,Menggala,180502
Lampung,Tulang Bawang,Kab.,Menggala Timur,180530
Lampung,Tulang Bawang,Kab.,Meraksa Aji,180526
Lampung,Tulang Bawang,Kab.,Penawar Aji,180523
Lampung,Tulang Bawang,Kab.,Penawar Tama,180513
Lampung,Tulang Bawang,Kab.,Rawa Jitu Selatan (Rawajitu Selatan),180512
Lampung,Tulang Bawang,Kab.,Rawa Jitu Timur (Rawajitu Timur),180518
Lampung,Tulang Bawang,Kab.,Rawa Pitu,180522
Lampung,Tulang Bawang Barat,Kab.,Batu Putih,181209
Lampung,Tulang Bawang Barat,Kab.,Gunung Agung,181205
Lampung,Tulang Bawang Barat,Kab.,Gunung Terang,181204
Lampung,Tulang Bawang Barat,Kab.,Lambu Kibang,181207
Lampung,Tulang Bawang Barat,Kab.,Pagar Dewa,181208
Lampung,Tulang Bawang Barat,Kab.,Tulang Bawang Tengah,181201
Lampung,Tulang Bawang Barat,Kab.,Tulang Bawang Udik,181203
Lampung,Tulang Bawang Barat,Kab.,Tumijajar,181202
Lampung,Tulang Bawang Barat,Kab.,Way Kenanga,181206
Lampung,Way Kanan,Kab.,Bahuga,180805
Lampung,Way Kanan,Kab.,Banjit,180803
Lampung,Way Kanan,Kab.,Baradatu,180804
Lampung,Way Kanan,Kab.,Blambangan Umpu,180801
Lampung,Way Kanan,Kab.,Buay Bahuga,180813
Lampung,Way Kanan,Kab.,Bumi Agung,180814
Lampung,Way Kanan,Kab.,Gunung Labuhan,180810
Lampung,Way Kanan,Kab.,Kasui,180802
Lampung,Way Kanan,Kab.,Negara Batin,180811
Lampung,Way Kanan,Kab.,Negeri Agung,180807
Lampung,Way Kanan,Kab.,Negeri Besar,180812
Lampung,Way Kanan,Kab.,Pakuan Ratu,180806
Lampung,Way Kanan,Kab.,Rebang Tangkas,180809
Lampung,Way Kanan,Kab.,Umpu Semenguk,180815
Lampung,Way Kanan,Kab.,Way Tuba,180808
Maluku,Ambon,Kota,Baguala,817103
Maluku,Ambon,Kota,Leitimur Selatan,817105
Maluku,Ambon,Kota,Nusaniwe (Nusanive),817101
Maluku,Ambon,Kota,Sirimau,817102
Maluku,Ambon,Kota,Teluk Ambon,817104
Maluku,Buru,Kab.,Air Buaya (Airbuaya),810402
Maluku,Buru,Kab.,Batabual,810410
Maluku,Buru,Kab.,Fena Leisela,810413
Maluku,Buru,Kab.,Lilialy,810415
Maluku,Buru,Kab.,Lolong Guba,810411
Maluku,Buru,Kab.,Namlea,810401
Maluku,Buru,Kab.,Teluk Kaiely,810414
Maluku,Buru,Kab.,Waeapo,810403
Maluku,Buru,Kab.,Waelata,810412
Maluku,Buru,Kab.,Waplau,810406
Maluku,Buru Selatan,Kab.,Ambalau,810903
Maluku,Buru Selatan,Kab.,Fena Fafan,810906
Maluku,Buru Selatan,Kab.,Kepala Madan,810904
Maluku,Buru Selatan,Kab.,Leksula,810905
Maluku,Buru Selatan,Kab.,Namrole,810901
Maluku,Buru Selatan,Kab.,Waesama,810902
Maluku,Kepulauan Aru,Kab.,Aru Selatan,810702
Maluku,Kepulauan Aru,Kab.,Aru Selatan Timur,810709
Maluku,Kepulauan Aru,Kab.,Aru Selatan Utara,810710
Maluku,Kepulauan Aru,Kab.,Aru Tengah,810703
Maluku,Kepulauan Aru,Kab.,Aru Tengah Selatan,810708
Maluku,Kepulauan Aru,Kab.,Aru Tengah Timur,810707
Maluku,Kepulauan Aru,Kab.,Aru Utara,810704
Maluku,Kepulauan Aru,Kab.,Aru Utara Timur Batuley,810705
Maluku,Kepulauan Aru,Kab.,Pulau-Pulau Aru,810701
